Author_id,Author,ORCID,Works Count,Cited By Count,2-Year Mean Citedness,H-Index,i10-Index,Last Known Institution,Research Concepts
A5085776572,Sandra M.H. Howard,,4,128,0,2,2,UC Irvine Health,"Genetics, Biochemistry, Biology, Chemistry, Gene, Cell biology, Messenger RNA, Geology, Gene expression, Paleontology, Molecular biology, Bacteria, DNA, Bacillus subtilis, Genetic code, Function (biology), Psychology, Political science, Plasmid, Exon, Gene cluster, Computer science, RNA-binding protein, Linguistics, Nuclear magnetic resonance"
A5085869478,Jennifer S. Teichert,,4,111,0,3,3,Max Planck Institute for Astronomy,"Genetics, Biochemistry, Biology, Chemistry, DNA, Computational biology, Gene, Physics, Genetic code, Function (biology), Computer science, Quantum mechanics, ENCODE, Evolutionary biology, Cell biology, Epistemology, Philosophy, Nanotechnology, Set (abstract data type), Materials science, Programming language, Amino acid, Simplicity, Code (set theory), Simple (philosophy)"
A5086505832,Christian Schmitt,https://orcid.org/0000-0001-9284-6561,4,9,0.5,1,0,Heidelberg University,"Biology, Genetics, Biochemistry, Gene, Chemistry, Agronomy, Genetic code, Shoot, Botany, Signal transduction, RNA, Computational biology, Hormone, Medicine, Cell biology, Messenger RNA, Meristem, Internal medicine, Endocrinology, Guard cell, Mutant, Horticulture, Translation (biology), Cell signaling, Aminoacylation"
A5086947767,K. A. Potts,,4,28,1.5,2,1,Tufts University,"Genetics, Biochemistry, Computational biology, Biology, Chemistry, Amino acid, Gene, Yeast, Genetic code, Plasmid, Computer science, DNA, Biophysics, Stop codon, Combinatorial chemistry, Bioinformatics, Quantum mechanics, Telecommunications, Fluorescence, Cell biology, History, Electrical engineering, Optics, Physics, Architecture"
A5087295946,Sabrina E. Iskandar,,4,36,9,3,1,University of North Carolina at Chapel Hill,"Nuclear magnetic resonance, Genetics, Biochemistry, Biology, Gene, Physics, Chemistry, Computational biology, Organic chemistry, Peptide, Genetic code, Medicine, Messenger RNA, Enzyme, Amino acid, DNA, Directed evolution, Cleave, Combinatorial chemistry, Computer science, LDL receptor, Genetically modified organism, Bioinformatics, Quantum mechanics, RNA"
A5087514030,A.T. Balaban,,4,7,0,1,0,Texas A&M University at Galveston,"Physics, Chemistry, Mathematics, Quantum mechanics, Organic chemistry, Molecule, Biochemistry, Stereochemistry, Biology, Epistemology, Philosophy, Computational chemistry, Materials science, Geometry, Crystallography, Finance, Genetic code, Political science, Annulene, Computer vision, Theoretical physics, Computer science, Nuclear magnetic resonance, Fold (higher-order function), Genetics"
A5087605581,Marina Raboteg,,4,39,0,3,1,Institute for Adriatic Crops and Karst Reclamation,"Genetics, Biochemistry, Biology, Gene, Chemistry, Geology, Whole genome sequencing, GC-content, Nuclear magnetic resonance, Botany, Genome size, RNA, Physics, Genome, Horticulture, Paleontology, Transfer RNA, Organic chemistry, Enzyme, Amino acid, Olea, Genetic code, Ecology, Adenosine deaminase, 16S ribosomal RNA"
A5087684273,Jack Brydon,,4,111,1.5,2,1,University of Edinburgh,"Genetics, Biochemistry, Biology, Gene, Chemistry, Medicine, Cell biology, Internal medicine, Immunology, Recombinant DNA, Nuclear magnetic resonance, Bioinformatics, Computational biology, Physics, Virology, Antibody, Caenorhabditis elegans, Lipid metabolism, Genetic code, Protein–protein interaction, Phosphorylation, Biophysics, Function (biology), Model organism, Biofilm"
A5087940206,Rupert Scheike,,4,51,0,3,2,Institut für biologische Forschung,"Mitochondrial DNA, Genetics, Biochemistry, Biology, Gene, Chemistry, Cell biology, RNA editing, Mitochondrion, Botany, RNA, Chloroplast, Intron, Messenger RNA, Gene expression, Molecular biology, Cytoplasm, DNA, Cytoplasmic male sterility, Sterility, Agronomy, Genetic code, Ecology, Nuclear gene, Stamen"
A5088285728,Michael Shaferman,,4,7,0,1,0,Ben-Gurion University of the Negev,"Chemistry, Genetic code, Genetics, Biochemistry, Biology, Gene, Amino acid, DNA, Computer science, Physics, Programming language, Protein biosynthesis, Stop codon, Nuclear magnetic resonance, Computational biology, Codon usage bias, Phylogenetics, Horizontal gene transfer, Modular design, Messenger RNA, Operating system, Synonymous substitution, Genome, Protein engineering, Molecular biology"
A5088411126,Ruiwen Ding,,4,10,1,2,0,Ningbo University,"Genetics, Biochemistry, Biology, Physics, Physical chemistry, Organic chemistry, Chemistry, Amino acid, Nuclear magnetic resonance, Aqueous solution, Food science, Quantum mechanics, Stereochemistry, Astrobiology, Gene, Catalysis, Abiogenesis, Prebiotic, Peptide, Enantiomer, Astronomy, Enantiomeric excess, Quark, Crystallography, Genetic code"
A5089067611,Daniel Grafstein,,4,24,0,2,1,Edimer Pharmaceuticals (United States),"Genetics, Biochemistry, Biology, Chemistry, Nuclear magnetic resonance, Stereochemistry, Gene, Physics, Organic chemistry, Enzyme, Enantiomer, Genetic code, Medicine, Internal medicine, Endocrinology, Amino acid, DNA, Metabolite, Geometry, Stop codon, Mathematics, Asymmetry, Computer science, Metabolism, Quantum mechanics"
A5089511910,Jaclyn McKenna,,4,25,0,2,1,Williams (United States),"Genetics, Biochemistry, Biology, Chemistry, Psychology, Combinatorial chemistry, Quantum mechanics, Medicine, Gene, Psychiatry, Physics, Internal medicine, Surgery, Pathology, Organic chemistry, Amino acid, DNA, Protein biosynthesis, Genetic code, Political science, Bioconjugation, Molecule, Mathematics, Diagnosis code, Economic growth"
A5089601763,Lu-Shu Yeh,,4,210,0,4,3,Tzu Chi University,"Genetics, Biochemistry, Biology, Gene, Chemistry, DNA, RNA, DNA replication, Transfer RNA, DNA polymerase, Genetic code, Stop codon, Plasmid, Cell cycle, Nuclear magnetic resonance, Origin of replication, Medicine, Polymerase, Autonomously replicating sequence, Homologous recombination, Control of chromosome duplication, Messenger RNA, Physics, Cancer, Internal medicine"
A5090024824,Costa Moreira,,4,2,0,1,0,Universidade Federal de Minas Gerais,"Philosophy, Humanities, Art, Biology, Geography, Political science, Computer science, History, Geology, Sociology, Paleontology, Archaeology, Chemistry, Context (archaeology), Genetic code, Mathematics, Assertion, Linguistics, Genetics, Biochemistry, Cartography, RNA, Computational biology, Fragility, Politics"
A5090499267,Åsa Wohlin,,4,3,0,1,0,N/A,"Mathematics, Computer science, Biology, Arithmetic, Geology, Series (stratigraphy), Paleontology, Genetic code, Genetics, Biochemistry, Gene, Artificial intelligence, Set (abstract data type), Chemistry, Programming language, Numeral system, Amino acid, DNA, Code (set theory), Combinatorics, Dimension (graph theory), Social science, Statistics, Physics, Sociology"
A5090887439,Gary W. Cook,,4,78,0,3,2,University of Alabama at Birmingham,"Chemistry, Computer science, Genetics, Biochemistry, Quantum mechanics, Biology, Gene, Physics, Amino acid, Astronomy, Geometry, Protein biosynthesis, Spectral line, Quark, Genetic code, Nambu–Jona-Lasinio model, Nucleic acid, Mathematics, Nuclear magnetic resonance, Fermion, Chiral symmetry breaking, Explicit symmetry breaking, RNA, Computational biology, Stereochemistry"
A5091478615,Lee Bofkin,,4,763,0,3,3,European Bioinformatics Institute,"Genetics, Biochemistry, Biology, Gene, Genome, Chemistry, Computational biology, Evolutionary biology, Function (biology), Computer science, Phylogenetics, Cell biology, Phylogenetic tree, Data science, Astronomy, Genetic code, Haystack, Linguistics, Astrophysics, Open reading frame, RNA, Codon usage bias, Comparative genomics, Messenger RNA, Physics"
A5091713448,Nina Schröder,,4,8,5,1,0,RWTH Aachen University,"Nuclear magnetic resonance, Genetics, Biochemistry, Biology, Gene, Physics, Chemistry, DNA, Computational biology, Organic chemistry, RNA, Stereochemistry, G-quadruplex, Enzyme, Nucleotide, Sequence (biology), Crystallography, Genetic code, Triple helix, Conformational isomerism, Nucleic acid, Molecule, Stacking, Mathematics, Phosphodiester bond"
A5000617625,D. Kiga,,3,0,0,0,0,N/A,"Genetic code, Computer science, Genetics, Biochemistry, Biology, Gene, Chemistry, Amino acid, DNA, Quantum mechanics, Fluorescence, Optics, Physics, Green fluorescent protein, Set (abstract data type), Programming language, Code (set theory), Crystal (programming language), Fluorescent protein"
A5000627649,W J Kim,,3,4,0,1,0,TU Dresden,"Biochemistry, Biology, Chemistry, Genetics, Evolutionary biology, Gene, Organic chemistry, Metallurgy, Materials science, Phylogenetic tree, Homotopy, Genetic code, Metallothionein, Food science, Mathematics, Chromatography, Chloroplast DNA, Botany, Chloroplast, Computational biology, Phylogenetics, Comparative genomics, Suspension (topology), Genome, Genomics"
A5000994183,Soto Ma,,3,20,0,2,1,University of Chile,"Genetics, Biochemistry, Biology, Gene, Chemistry, Amino acid, Genetic code, Mathematics, Computer science, Genome, DNA, Finance, Algorithm, Computer vision, Linguistics, Bioinformatics, Stereochemistry, Medicine, Codon usage bias, Similarity (geometry), Statistics, Image (mathematics), Randomness, Philosophy, Mutant"
A5001123174,J. Lutowicz,,3,2,0,1,0,"Institute of Biochemistry and Biophysics, Polish Academy of Sciences","Genetics, Biochemistry, Biology, Chemistry, Computer science, Medicine, Telecommunications, Gene, Operating system, Engineering, Composite material, Materials science, Amino acid, SILK, Genetic code, Nuclear magnetic resonance, RNA, Computational biology, Zoology, Glycoprotein, Physics, Internal medicine, Endocrinology, Pathology, Blood proteins"
A5001716541,W. Kaiser,,3,31,0,1,1,N/A,"Nuclear magnetic resonance, Genetics, Biochemistry, Medicine, Blood pressure, Biology, Physics, Internal medicine, Radiology, Endocrinology, Receptor, Chemistry, Peptide, Angiotensin II, Gene, Molecular biology, Amino acid, Genetic code, Phosphorylation, Computational biology, Stereochemistry, Hormone, Nucleic acid sequence, Cell biology, Polynucleotide"
A5001938334,Liljan E. Hahn,,3,63,0,2,2,University of Göttingen,"Genetics, Biochemistry, Computational biology, Biology, Gene, Chemistry, Amino acid, DNA, Histone code, Genetic code, Histone, Chromatin, Nucleosome, Acetylation, Gene expression, Lysine, Histone H4, Protein biosynthesis, Plasmid, Methylation, Recombinant DNA, Epigenetics, Nuclear magnetic resonance, Histone H2A, Bioinformatics"
A5002311082,Margrit Flura,,3,354,0,3,3,Hungarian National Blood Transfusion Service,"Nuclear magnetic resonance, Biochemistry, Medicine, Biology, Cell biology, Physics, Internal medicine, Organic chemistry, Enzyme, Chemistry, Metallurgy, Materials science, Calcium, Calmodulin, Computer science, Genetics, Gene, Calcium pump, Genetic code, Biophysics, ATPase, Mitochondrion, Computer security, Chromatography, Computational biology"
A5002616595,Cassandra Davidson,,3,0,0,0,0,Memorial University of Newfoundland,"Genetics, Biochemistry, Biology, Chemistry, Medicine, Gene, Internal medicine, Molecular biology, Protein biosynthesis, Genetic code, Caspase 3, Pyroptosis, Programmed cell death, Recombinant DNA, Nuclear magnetic resonance, Caspase 8, Transfection, RNA, Cell culture, Cell biology, Caspase, Physics, Cancer, Fusion protein, Caspase 1"
A5002779150,Je Hun Moon,https://orcid.org/0000-0002-3279-1295,3,2,0,1,0,Sungkyunkwan University,"Genetics, Biochemistry, Computational biology, Biology, Gene, Chemistry, Transformation (genetics), Computer science, RNA, DNA, Genetic code, Linguistics, Polymerase chain reaction, DNA sequencing, Medicine, Mechanical engineering, Coding region, Physics, Cancer, Internal medicine, Engineering, Philosophy, Mutant, Molecular biology, Receptor"
A5003656889,Ermishkin Vp,,3,0,0,0,0,N/A,"Computer science, Genetics, Biochemistry, Medicine, Biology, Gene, Pathology, Chemistry, Telecommunications, Operating system, Engineering, Composite material, Materials science, Alternative medicine, Bombyx mori, SILK, Genetic code, Phosphorylation, Relation (database), Nuclear magnetic resonance, RNA, Computational biology, Database, Cell biology, Ophthalmology"
A5004122393,Xiao Chuang-bai,,3,0,0,0,0,Beijing University of Technology,"Mathematics, Computer network, Computer science, Genetics, Biology, Operating system, Physics, Philosophy, Geometry, Genetic code, Algorithm, Basis (linear algebra), Political science, Acoustics, Computer vision, Computer security, Petri net, Linguistics, Biochemistry, Quantum mechanics, Telecommunications, Database, Microbiology, History, Thermodynamics"
A5004153186,Carter Cw,,3,38,0,1,1,University of North Carolina at Chapel Hill,"Nuclear magnetic resonance, Genetics, Biochemistry, Stereochemistry, Biology, Gene, Physics, Catalysis, Organic chemistry, Enzyme, Chemistry, Amino acid, Active site, RNA, Engineering, Transfer RNA, Tryptophan, Crystallography, Finance, Genetic code, Ecology, Nucleic acid, Molecule, Computer science, Chemical engineering"
A5004314159,Samuel S. Jones,,3,185,0,3,3,Pennsylvania State University,"Genetics, Biochemistry, Chloroplast, Biology, Gene, Genome, Chemistry, Chloroplast DNA, Phylogenetics, Phylogenetic tree, Nuclear gene, Mitochondrial DNA, Evolutionary biology, Plastid, Agronomy, Genetic code, Ecology, Clade, Poaceae, Inverted repeat, Botany, Phylogenomics, Intron, Indel, Genotype"
A5004612266,Kholodovich Vv,,3,0,0,0,0,National Academy of Sciences of Ukraine,"Biochemistry, Biology, Chemistry, Mathematics, Computer science, Nuclear magnetic resonance, Genetics, Computational biology, Medicine, Physics, Internal medicine, Genetic code, Algorithm, Biophysics, Ecology, Combinatorial chemistry, Condensed matter physics, Computer network, Active site, Membrane, Base (topology), Chromatography, Artificial neural network, Enzyme kinetics, Quantum mechanics"
A5005700427,K Swart Peter,,3,14,0,2,1,University of Washington,"Biology, Geology, Oceanography, Ecology, Environmental science, Geomorphology, Paleontology, Geography, Fishery, Genetic code, Stop codon, Acoustics, Frameshift mutation, Exon, Urbanization, Computer science, Open reading frame, Economic growth, Genetics, Shine-Dalgarno sequence, Biochemistry, RNA, Cenozoic, Reef, Ribosome"
A5005749225,Thomas W. Twele,,3,63,0,3,3,Northeast Alabama Community College,"Genetics, Medicine, Biology, Internal medicine, Surgery, Pathology, Organic chemistry, Chemistry, Chemotherapy, Genetic code, Toxicity, Nuclear magnetic resonance, Biochemistry, Nucleic acid sequence, Gastroenterology, Gene, Physics, Cancer, Oncology, Molecular biology, Phosphoglycerate kinase, Antibody, Receptor, Adenylate kinase, Enzyme"
A5006405702,Lígia Braggion,,3,27,0,2,2,Universidade Federal de São Carlos,"Geometry, Genetic code, Mathematics, Computer science, Genetics, Biochemistry, Biology, Gene, Physics, Geology, Set (abstract data type), Chemistry, Programming language, Amino acid, DNA, Code (set theory), Symmetry (geometry), Algebraic number, Finance, Theoretical physics, Symmetry group, History, Homogeneous space, Epistemology, Combinatorics"
A5006876583,Igor Kaczmarczyk,https://orcid.org/0000-0002-5607-7416,3,28,15,3,1,Jagiellonian University,"Genetics, Biochemistry, Biology, Gene, Chemistry, Protein biosynthesis, RNA, Ribosome, Messenger RNA, Translation (biology), Molecular biology, Transfer RNA, Amino acid, DNA, Genetic code, Biophysics, Psychology, T arm, Transmembrane protein, Membrane, Ion channel, Subfamily, Shine-Dalgarno sequence, Botany, Quantum mechanics"
